,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+
107,Angelino,"DF,FW",RB Leipzig,de Bundesliga,24.0,4,35.0,3.8,71.1,5.0,68.0,60.0,111.0,92.0,18.0,41.0,32.0,73.0,1744.0,91.0,18.0,116.0,29.0,14.0,17.0,227.0
108,Davide Angelo Ghislandi,DF,Atalanta,it Serie A,0.1,0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
109,Philip Ankhrah,MF,Hellas Verona,it Serie A,0.1,0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Cristian Ansaldi,DF,Torino,it Serie A,21.6,1,16.0,0.9,67.9,5.0,62.0,40.0,78.0,61.0,26.0,32.0,27.0,75.0,1213.0,32.0,34.0,148.0,47.0,10.0,7.0,226.0
111,Waldemar Anton,DF,Stuttgart,de Bundesliga,30.1,0,12.0,1.2,88.1,0.4,68.0,9.0,94.0,28.0,23.0,57.0,50.0,86.0,2397.0,27.0,10.0,99.0,10.0,3.0,64.0,193.0
112,Jose Antonio Miranda,"MF,DF",Getafe,es La Liga,0.3,0,2.0,0.2,56.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,25.0,3.0,0.0,4.0,1.0,1.0,2.0,4.0
113,Michail Antonio,FW,West Ham,eng Premier League,21.9,10,64.0,11.4,66.5,2.3,22.0,12.0,25.0,65.0,8.0,25.0,9.0,23.0,814.0,130.0,47.0,107.0,33.0,27.0,63.0,132.0
114,Valentin Antov,DF,Bologna,it Serie A,2.6,0,1.0,0.0,89.1,0.0,4.0,0.0,5.0,1.0,3.0,11.0,5.0,11.0,151.0,0.0,1.0,3.0,0.0,0.0,2.0,8.0
115,Houssem Aouar,"MF,FW",Lyon,fr Ligue 1,19.8,7,71.0,8.8,84.4,4.0,87.0,25.0,98.0,101.0,11.0,16.0,16.0,35.0,1299.0,137.0,50.0,173.0,49.0,27.0,7.0,271.0
116,Adil Aouchiche,"MF,FW",Saint-Etienne,fr Ligue 1,19.2,2,27.0,3.3,71.8,5.1,55.0,27.0,59.0,94.0,21.0,12.0,9.0,47.0,1064.0,47.0,33.0,115.0,35.0,13.0,15.0,174.0
117,Dennis Appiah,DF,Nantes,fr Ligue 1,17.3,0,7.0,0.2,73.6,1.0,50.0,14.0,79.0,24.0,30.0,33.0,21.0,78.0,1068.0,15.0,14.0,75.0,32.0,2.0,31.0,154.0
118,Aritz Arambarri,DF,Real Sociedad,es La Liga,0.3,0,1.0,0.1,75.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
119,Mauro Arambarri,MF,Getafe,es La Liga,33.1,3,47.0,2.2,70.1,2.1,83.0,26.0,88.0,54.0,57.0,54.0,54.0,129.0,1470.0,39.0,31.0,100.0,47.0,8.0,55.0,188.0
120,Charles Aranguiz,MF,Leverkusen,de Bundesliga,18.5,0,4.0,0.7,86.5,0.8,109.0,15.0,103.0,31.0,29.0,35.0,27.0,71.0,1339.0,14.0,10.0,49.0,11.0,4.0,13.0,152.0
121,Luiz Araujo,MF,Lille,fr Ligue 1,16.6,4,50.0,3.7,75.8,2.6,45.0,23.0,64.0,50.0,22.0,21.0,13.0,53.0,860.0,51.0,42.0,112.0,30.0,11.0,9.0,176.0
122,Nestor Araujo,DF,Celta Vigo,es La Liga,27.0,0,6.0,0.3,85.0,0.7,81.0,3.0,72.0,8.0,16.0,39.0,35.0,59.0,1807.0,9.0,7.0,94.0,11.0,0.0,65.0,166.0
123,Ronald Araujo,DF,Barcelona,es La Liga,16.8,2,12.0,1.6,92.4,0.1,48.0,0.0,26.0,9.0,22.0,34.0,15.0,45.0,1211.0,13.0,4.0,69.0,13.0,1.0,54.0,95.0
124,Anaitz Arbilla,DF,Eibar,es La Liga,31.2,0,27.0,1.2,77.1,0.9,158.0,15.0,149.0,30.0,30.0,57.0,56.0,112.0,2211.0,14.0,28.0,114.0,25.0,3.0,82.0,263.0
125,Alphonse Areola,GK,Fulham,eng Premier League,36.0,0,0.0,0.0,73.6,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Santiago Arias,DF,Leverkusen,de Bundesliga,1.0,0,0.0,0.0,85.5,0.0,3.0,0.0,4.0,1.0,4.0,3.0,0.0,4.0,64.0,2.0,0.0,4.0,1.0,0.0,0.0,8.0
127,Karim Aribi,FW,Nimes,fr Ligue 1,3.3,0,9.0,1.0,64.5,0.2,0.0,1.0,4.0,7.0,0.0,2.0,0.0,1.0,105.0,16.0,3.0,4.0,3.0,1.0,11.0,8.0
128,Unai Arietaleanizbeaskoa,"FW,MF",Eibar,es La Liga,0.5,0,1.0,0.0,57.1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
129,Nicolo Armini,DF,Lazio,it Serie A,0.1,0,0.0,0.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
130,Stuart Armstrong,MF,Southampton,eng Premier League,30.7,4,54.0,3.0,79.7,2.7,90.0,40.0,116.0,82.0,41.0,31.0,30.0,100.0,1664.0,66.0,56.0,187.0,75.0,11.0,8.0,303.0
131,Maximilian Arnold,MF,Wolfsburg,de Bundesliga,28.7,3,54.0,2.0,80.1,4.8,132.0,26.0,157.0,92.0,42.0,40.0,41.0,101.0,1964.0,14.0,14.0,128.0,40.0,2.0,40.0,285.0
132,Toluwalas Arokodare,FW,Koln,de Bundesliga,1.2,0,4.0,0.4,75.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,56.0,13.0,1.0,1.0,1.0,0.0,9.0,2.0
133,Sergio Arribas,"FW,DF",Real Madrid,es La Liga,1.5,0,1.0,0.0,82.6,0.0,3.0,4.0,9.0,4.0,1.0,1.0,3.0,5.0,106.0,2.0,5.0,14.0,3.0,1.0,1.0,23.0
134,Kepa Arrizabalaga,GK,Chelsea,eng Premier League,6.5,0,0.0,0.0,81.5,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135,Tolgay Arslan,MF,Udinese,it Serie A,20.2,3,22.0,1.0,84.5,0.3,56.0,16.0,51.0,24.0,39.0,30.0,21.0,81.0,1103.0,24.0,35.0,143.0,50.0,6.0,13.0,194.0
136,Kwadwo Asamoah,"DF,MF",Cagliari,it Serie A,2.5,0,2.0,0.1,85.3,0.0,8.0,2.0,7.0,2.0,4.0,4.0,5.0,10.0,130.0,1.0,0.0,9.0,3.0,0.0,2.0,16.0
137,Santiago Ascacibar,MF,Hertha BSC,de Bundesliga,8.5,1,7.0,0.6,83.3,0.2,29.0,4.0,26.0,13.0,15.0,20.0,11.0,44.0,476.0,12.0,6.0,22.0,5.0,1.0,11.0,48.0
138,Sergio Asenjo,GK,Villarreal,es La Liga,36.0,0,0.0,0.0,79.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Marco Asensio,"FW,MF",Real Madrid,es La Liga,20.8,5,42.0,4.9,80.2,3.0,45.0,38.0,75.0,71.0,10.0,20.0,15.0,28.0,1192.0,77.0,38.0,173.0,54.0,14.0,10.0,248.0
140,Kristoffer Askildsen,MF,Sampdoria,it Serie A,1.1,0,1.0,0.0,42.1,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,32.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
141,Iago Aspas,FW,Celta Vigo,es La Liga,31.8,14,43.0,8.7,77.0,8.3,59.0,52.0,116.0,115.0,6.0,29.0,17.0,28.0,1556.0,173.0,58.0,176.0,57.0,44.0,20.0,292.0
142,Roger Assale,"FW,MF",Dijon,fr Ligue 1,9.2,1,11.0,0.8,68.9,0.6,5.0,6.0,14.0,11.0,7.0,7.0,7.0,16.0,302.0,32.0,17.0,42.0,21.0,7.0,9.0,56.0
143,Miguel Atienza,MF,Eibar,es La Liga,9.3,0,5.0,0.2,80.4,0.1,29.0,4.0,20.0,7.0,19.0,12.0,16.0,46.0,414.0,9.0,3.0,21.0,6.0,0.0,26.0,41.0
144,Youcef Attal,"DF,MF",Nice,fr Ligue 1,10.6,1,8.0,0.6,80.3,0.5,24.0,12.0,41.0,20.0,22.0,14.0,26.0,57.0,796.0,27.0,22.0,83.0,14.0,9.0,10.0,124.0
145,Pierre-Emerick Aubameyang,FW,Arsenal,eng Premier League,25.9,10,56.0,9.1,75.0,2.8,18.0,27.0,50.0,45.0,5.0,26.0,6.0,23.0,903.0,126.0,12.0,106.0,35.0,28.0,31.0,156.0
146,Emil Audero,GK,Sampdoria,it Serie A,37.0,0,0.0,0.0,69.6,0.4,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Tommaso Augello,DF,Sampdoria,it Serie A,35.7,1,8.0,0.3,76.6,3.1,91.0,41.0,165.0,49.0,25.0,51.0,39.0,89.0,2349.0,35.0,29.0,163.0,71.0,5.0,48.0,328.0
148,Jean-Kevin Augustin,FW,Nantes,fr Ligue 1,0.4,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
149,Ludwig Augustinsson,DF,Werder Bremen,de Bundesliga,21.7,0,17.0,0.9,66.8,2.8,45.0,29.0,73.0,63.0,17.0,49.0,14.0,56.0,1396.0,35.0,7.0,67.0,19.0,5.0,49.0,140.0
150,Serge Aurier,DF,Tottenham,eng Premier League,17.8,2,14.0,1.4,80.6,1.9,29.0,20.0,61.0,34.0,38.0,43.0,24.0,97.0,1210.0,24.0,18.0,57.0,16.0,3.0,39.0,118.0
151,Charlie Austin,FW,West Brom,eng Premier League,1.5,0,3.0,0.2,73.5,0.0,0.0,0.0,4.0,1.0,3.0,0.0,2.0,6.0,58.0,3.0,2.0,2.0,0.0,1.0,7.0,6.0
152,Ezequiel Avila,"MF,FW",Osasuna,es La Liga,2.2,0,8.0,0.7,56.1,0.0,4.0,3.0,5.0,3.0,2.0,3.0,1.0,4.0,87.0,7.0,0.0,5.0,2.0,0.0,3.0,10.0
153,Taiwo Awoniyi,FW,Union Berlin,de Bundesliga,15.1,5,29.0,6.9,69.1,1.5,12.0,1.0,11.0,33.0,6.0,14.0,4.0,12.0,516.0,78.0,19.0,34.0,20.0,9.0,32.0,45.0
154,Mehmet-Can Aydin,DF,Schalke 04,de Bundesliga,5.6,0,1.0,0.0,68.5,0.5,8.0,2.0,13.0,4.0,7.0,9.0,10.0,25.0,272.0,5.0,3.0,14.0,7.0,1.0,14.0,27.0
155,Jordan Ayew,"FW,MF",Crystal Palace,eng Premier League,23.3,1,25.0,2.4,78.6,0.7,12.0,14.0,36.0,33.0,33.0,29.0,29.0,81.0,1027.0,63.0,45.0,82.0,39.0,14.0,31.0,118.0
156,Kaan Ayhan,DF,Sassuolo,it Serie A,8.8,0,5.0,0.5,91.8,0.0,35.0,2.0,33.0,3.0,11.0,16.0,8.0,23.0,645.0,6.0,3.0,68.0,17.0,3.0,15.0,101.0
157,Luke Ayling,DF,Leeds United,eng Premier League,37.8,0,25.0,1.4,79.3,2.6,177.0,35.0,203.0,49.0,67.0,81.0,58.0,172.0,3132.0,69.0,38.0,232.0,73.0,8.0,70.0,435.0
158,Ramon Azeez,"MF,DF",Granada,es La Liga,1.1,0,2.0,0.2,73.7,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,3.0,48.0,3.0,0.0,1.0,1.0,0.0,4.0,1.0
159,Cesar Azpilicueta,DF,Chelsea,eng Premier League,24.3,1,11.0,0.8,87.5,2.6,130.0,25.0,116.0,42.0,31.0,37.0,37.0,89.0,2269.0,38.0,5.0,114.0,37.0,1.0,58.0,230.0
160,Ludovic Baal,DF,Brest,fr Ligue 1,3.3,0,0.0,0.0,84.6,0.6,30.0,2.0,22.0,7.0,4.0,8.0,2.0,9.0,288.0,0.0,6.0,16.0,1.0,0.0,8.0,38.0
161,Carlos Bacca,FW,Villarreal,es La Liga,8.7,5,20.0,3.5,67.3,0.9,9.0,6.0,12.0,13.0,7.0,4.0,4.0,12.0,251.0,45.0,8.0,19.0,11.0,3.0,13.0,31.0
162,Loic Bade,DF,Lens,fr Ligue 1,29.0,0,11.0,0.6,88.2,0.3,89.0,3.0,80.0,19.0,38.0,56.0,52.0,123.0,2307.0,13.0,21.0,118.0,18.0,2.0,130.0,198.0
163,Milan Badelj,MF,Genoa,it Serie A,26.8,1,17.0,0.5,81.4,2.8,139.0,23.0,149.0,53.0,46.0,60.0,91.0,155.0,1908.0,14.0,29.0,82.0,24.0,1.0,18.0,231.0
164,Edgar Badia,GK,Elche,es La Liga,30.0,0,0.0,0.0,75.6,0.0,12.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1228.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
165,Alex Baena,MF,Villarreal,es La Liga,1.5,0,2.0,0.1,76.4,0.1,3.0,1.0,3.0,3.0,0.0,2.0,3.0,4.0,71.0,2.0,1.0,7.0,5.0,0.0,0.0,10.0
166,Miguel Baeza,"MF,FW",Celta Vigo,es La Liga,6.0,1,11.0,1.5,81.6,0.6,11.0,6.0,13.0,14.0,5.0,2.0,6.0,15.0,279.0,17.0,1.0,20.0,5.0,2.0,10.0,33.0
167,Stephane Bahoken,FW,Angers,fr Ligue 1,18.0,6,57.0,6.6,71.3,1.4,14.0,8.0,17.0,26.0,13.0,12.0,11.0,29.0,622.0,78.0,14.0,51.0,16.0,13.0,20.0,68.0
168,Leon Bailey,"FW,MF",Leverkusen,de Bundesliga,23.8,9,60.0,6.9,70.3,6.1,25.0,34.0,57.0,98.0,12.0,15.0,18.0,39.0,1297.0,116.0,87.0,174.0,64.0,36.0,21.0,231.0
169,Eric Bailly,DF,Manchester Utd,eng Premier League,10.2,0,2.0,0.1,90.3,0.0,28.0,0.0,29.0,3.0,6.0,17.0,22.0,31.0,653.0,4.0,5.0,34.0,2.0,0.0,27.0,63.0
170,Stefan Bajic,GK,Saint-Etienne,fr Ligue 1,1.0,0,0.0,0.0,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,Tiemoue Bakayoko,MF,Napoli,it Serie A,21.8,2,16.0,1.1,90.2,0.8,91.0,8.0,69.0,35.0,53.0,26.0,28.0,106.0,1454.0,18.0,22.0,53.0,16.0,1.0,44.0,122.0
172,Mitchel Bakker,DF,Paris S-G,fr Ligue 1,18.8,0,2.0,0.2,88.8,1.9,73.0,23.0,65.0,33.0,28.0,35.0,17.0,60.0,1488.0,31.0,13.0,76.0,32.0,3.0,22.0,141.0
173,Ridle Baku,"FW,DF",Wolfsburg,de Bundesliga,29.8,6,34.0,3.3,75.0,4.5,66.0,46.0,119.0,85.0,27.0,75.0,47.0,102.0,1866.0,89.0,33.0,144.0,46.0,17.0,16.0,263.0
174,Ridle Baku,DF,Mainz 05,de Bundesliga,2.0,0,0.0,0.0,70.5,0.0,4.0,2.0,13.0,1.0,2.0,5.0,4.0,9.0,113.0,1.0,2.0,12.0,5.0,0.0,1.0,25.0
175,Dilane Bakwa,"FW,MF",Bordeaux,fr Ligue 1,0.6,0,3.0,0.1,90.0,0.0,3.0,0.0,2.0,5.0,2.0,1.0,1.0,3.0,58.0,1.0,1.0,5.0,0.0,1.0,2.0,7.0
176,Fabian Balbuena,DF,West Ham,eng Premier League,13.3,1,8.0,0.6,76.8,0.0,33.0,0.0,30.0,2.0,14.0,25.0,14.0,38.0,611.0,10.0,2.0,13.0,3.0,0.0,26.0,43.0
177,Keita Balde,FW,Sampdoria,it Serie A,13.3,7,44.0,5.8,74.8,1.7,12.0,8.0,19.0,44.0,7.0,7.0,3.0,13.0,499.0,88.0,14.0,61.0,16.0,22.0,19.0,80.0
178,George Baldock,DF,Sheffield Utd,eng Premier League,31.0,0,13.0,1.1,78.5,1.7,39.0,29.0,61.0,32.0,27.0,46.0,35.0,90.0,1477.0,49.0,23.0,129.0,48.0,11.0,29.0,190.0
179,Gareth Bale,FW,Tottenham,eng Premier League,10.2,11,38.0,5.3,69.6,1.9,22.0,16.0,32.0,45.0,9.0,16.0,9.0,23.0,561.0,46.0,29.0,63.0,17.0,11.0,22.0,95.0
180,Mikel Balenziaga,DF,Athletic Club,es La Liga,18.8,0,3.0,0.0,75.9,0.6,57.0,8.0,45.0,13.0,15.0,34.0,13.0,40.0,1111.0,6.0,9.0,68.0,19.0,2.0,18.0,113.0
181,Leonardo Balerdi,DF,Marseille,fr Ligue 1,18.2,2,13.0,1.8,87.8,0.0,40.0,0.0,43.0,7.0,21.0,32.0,34.0,74.0,1261.0,18.0,8.0,47.0,9.0,0.0,36.0,90.0
182,Fode Ballo-Toure,DF,Monaco,fr Ligue 1,7.4,0,2.0,0.2,81.9,0.7,22.0,11.0,30.0,13.0,18.0,14.0,5.0,30.0,505.0,20.0,4.0,41.0,14.0,6.0,11.0,71.0
183,Botond Balogh,DF,Parma,it Serie A,1.8,0,0.0,0.0,74.7,0.0,0.0,0.0,3.0,0.0,3.0,7.0,1.0,7.0,105.0,1.0,1.0,4.0,1.0,0.0,2.0,7.0
184,Abdoulaye Bamba,DF,Angers,fr Ligue 1,15.0,0,1.0,0.0,76.6,1.4,40.0,14.0,54.0,21.0,17.0,24.0,18.0,49.0,999.0,8.0,5.0,34.0,17.0,2.0,10.0,88.0
185,Jonathan Bamba,MF,Lille,fr Ligue 1,33.2,6,60.0,4.4,78.7,5.1,104.0,47.0,114.0,120.0,32.0,32.0,28.0,71.0,2128.0,89.0,54.0,232.0,76.0,22.0,15.0,346.0
186,Robson Bambu,DF,Nice,fr Ligue 1,11.6,0,2.0,0.1,88.2,0.1,18.0,0.0,18.0,2.0,13.0,12.0,12.0,32.0,924.0,3.0,3.0,38.0,1.0,0.0,16.0,56.0
187,Patrick Bamford,FW,Leeds United,eng Premier League,33.9,17,105.0,15.7,76.3,4.1,21.0,13.0,31.0,61.0,18.0,16.0,13.0,39.0,868.0,183.0,17.0,56.0,17.0,19.0,54.0,87.0
188,Mattia Bani,DF,Genoa,it Serie A,10.2,0,5.0,0.6,84.6,0.1,17.0,2.0,15.0,3.0,8.0,31.0,18.0,31.0,644.0,7.0,1.0,12.0,3.0,0.0,40.0,27.0
189,Mattia Bani,DF,Parma,it Serie A,12.7,0,8.0,0.5,90.8,0.3,21.0,1.0,23.0,5.0,11.0,16.0,24.0,44.0,841.0,10.0,1.0,21.0,2.0,0.0,42.0,44.0
190,Simon Banza,FW,Lens,fr Ligue 1,15.2,5,36.0,5.1,74.5,1.2,20.0,10.0,21.0,29.0,10.0,20.0,5.0,23.0,540.0,77.0,12.0,37.0,13.0,3.0,51.0,58.0
191,Antonin Barak,"MF,FW",Hellas Verona,it Serie A,30.7,7,43.0,5.8,78.2,2.8,114.0,29.0,136.0,55.0,28.0,47.0,18.0,57.0,1603.0,89.0,31.0,136.0,60.0,17.0,70.0,272.0
192,Federico Barba,DF,Benevento,it Serie A,29.5,0,13.0,1.0,80.4,1.7,55.0,15.0,73.0,25.0,20.0,52.0,57.0,91.0,1671.0,29.0,4.0,69.0,18.0,4.0,37.0,142.0
193,Danilo Barbosa,DF,Nice,fr Ligue 1,2.8,0,2.0,0.2,88.1,0.0,9.0,1.0,9.0,2.0,3.0,3.0,1.0,6.0,229.0,1.0,1.0,20.0,0.0,0.0,5.0,29.0
194,Barcia,DF,Granada,es La Liga,1.0,0,0.0,0.0,38.2,0.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,46.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0
195,Melvin Bard,DF,Lyon,fr Ligue 1,4.8,0,2.0,0.1,80.7,0.2,24.0,7.0,30.0,9.0,11.0,12.0,6.0,22.0,449.0,9.0,9.0,47.0,13.0,4.0,14.0,77.0
196,Enis Bardhi,MF,Levante,es La Liga,18.7,1,36.0,2.9,74.9,1.1,64.0,31.0,84.0,51.0,22.0,17.0,32.0,61.0,1143.0,40.0,39.0,103.0,39.0,4.0,5.0,187.0
197,Phil Bardsley,DF,Burnley,eng Premier League,3.0,0,4.0,0.1,70.3,0.0,9.0,6.0,11.0,3.0,4.0,4.0,3.0,9.0,196.0,2.0,2.0,11.0,3.0,0.0,5.0,22.0
198,Nicolo Barella,MF,Inter,it Serie A,32.2,3,36.0,2.6,83.0,5.4,158.0,68.0,222.0,93.0,41.0,46.0,32.0,93.0,2246.0,60.0,39.0,208.0,86.0,14.0,33.0,430.0
199,Philipp Bargfrede,MF,Werder Bremen,de Bundesliga,0.3,0,0.0,0.0,90.9,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
200,Kike Barja,"MF,FW",Osasuna,es La Liga,15.9,2,22.0,1.8,69.1,1.9,17.0,20.0,45.0,34.0,8.0,18.0,23.0,35.0,731.0,36.0,45.0,106.0,21.0,7.0,26.0,151.0
201,Ross Barkley,MF,Aston Villa,eng Premier League,17.0,3,38.0,3.2,81.0,3.6,45.0,27.0,76.0,75.0,2.0,19.0,5.0,11.0,944.0,66.0,34.0,81.0,28.0,11.0,25.0,157.0
202,Ross Barkley,MF,Chelsea,eng Premier League,0.5,0,1.0,0.0,84.6,0.1,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,33.0,1.0,4.0,3.0,1.0,0.0,3.0,5.0
203,Aymen Barkok,"FW,MF",Eint Frankfurt,de Bundesliga,10.9,2,19.0,1.6,72.5,3.0,25.0,19.0,41.0,39.0,18.0,20.0,14.0,45.0,672.0,34.0,20.0,70.0,24.0,5.0,16.0,111.0
204,Ashley Barnes,FW,Burnley,eng Premier League,14.8,3,39.0,4.4,63.5,0.7,13.0,7.0,20.0,36.0,6.0,15.0,5.0,21.0,510.0,69.0,2.0,26.0,9.0,4.0,55.0,46.0
205,Harvey Barnes,"FW,MF",Leicester City,eng Premier League,21.6,9,55.0,6.2,74.8,1.5,37.0,19.0,62.0,68.0,14.0,24.0,16.0,38.0,934.0,109.0,28.0,178.0,83.0,38.0,22.0,240.0
206,Marc Baro,DF,Cadiz,es La Liga,1.0,0,1.0,0.0,52.6,0.3,0.0,0.0,0.0,3.0,1.0,2.0,3.0,5.0,28.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0
207,Antonio Barragan,DF,Elche,es La Liga,24.8,0,5.0,0.6,82.9,1.0,54.0,15.0,69.0,22.0,14.0,38.0,30.0,58.0,1521.0,9.0,9.0,77.0,27.0,2.0,30.0,146.0
208,Antonio Barreca,DF,Fiorentina,it Serie A,0.9,0,2.0,0.2,64.6,0.0,3.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,54.0,3.0,0.0,8.0,2.0,1.0,1.0,13.0
209,Leandro Barreiro Martins,MF,Mainz 05,de Bundesliga,25.6,2,32.0,3.3,66.5,2.0,38.0,8.0,56.0,31.0,39.0,61.0,50.0,118.0,1052.0,53.0,7.0,38.0,12.0,6.0,56.0,94.0
210,Ander Barrenetxea,"MF,FW",Real Sociedad,es La Liga,14.5,3,23.0,1.8,71.5,2.0,20.0,12.0,28.0,31.0,20.0,28.0,12.0,44.0,648.0,42.0,39.0,82.0,25.0,13.0,6.0,110.0
211,Jacob Barrett Laursen,DF,Arminia,de Bundesliga,12.3,0,2.0,0.0,77.9,1.2,28.0,5.0,30.0,7.0,13.0,40.0,23.0,44.0,701.0,6.0,11.0,24.0,7.0,2.0,13.0,54.0
212,Musa Barrow,"FW,MF",Bologna,it Serie A,32.5,8,90.0,8.0,71.3,5.1,77.0,32.0,89.0,106.0,8.0,44.0,14.0,35.0,1599.0,144.0,36.0,187.0,55.0,26.0,28.0,276.0
213,Kyle Bartley,DF,West Brom,eng Premier League,28.7,3,14.0,2.1,77.9,0.2,52.0,3.0,30.0,9.0,18.0,74.0,31.0,57.0,1162.0,40.0,3.0,19.0,5.0,0.0,111.0,49.0
214,Paolo Bartolomei,MF,Spezia,it Serie A,3.6,0,4.0,0.2,72.4,0.3,10.0,3.0,10.0,7.0,2.0,3.0,0.0,7.0,152.0,10.0,4.0,11.0,2.0,5.0,1.0,21.0
215,Marc Bartra,DF,Betis,es La Liga,18.8,0,11.0,0.4,81.2,0.8,34.0,1.0,30.0,7.0,10.0,27.0,24.0,54.0,1158.0,18.0,6.0,47.0,7.0,1.0,53.0,77.0
216,Daniele Baselli,MF,Torino,it Serie A,4.4,0,4.0,0.3,75.2,0.6,20.0,4.0,25.0,13.0,10.0,5.0,6.0,17.0,272.0,3.0,5.0,19.0,5.0,1.0,11.0,44.0
217,Chris Basham,"DF,MF",Sheffield Utd,eng Premier League,28.6,0,10.0,0.8,81.4,0.8,54.0,15.0,62.0,22.0,46.0,49.0,45.0,121.0,1455.0,44.0,19.0,106.0,29.0,2.0,77.0,168.0
218,Toma Basic,MF,Bordeaux,fr Ligue 1,28.9,4,45.0,3.3,82.2,1.8,75.0,18.0,80.0,52.0,22.0,28.0,23.0,54.0,1596.0,40.0,21.0,103.0,26.0,1.0,27.0,183.0
219,Alvaro Bastida,MF,Cadiz,es La Liga,0.4,0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
220,Alessandro Bastoni,DF,Inter,it Serie A,32.5,0,11.0,1.2,89.9,1.8,165.0,17.0,125.0,31.0,26.0,48.0,37.0,81.0,2536.0,18.0,7.0,215.0,62.0,1.0,60.0,340.0
221,Simone Bastoni,DF,Spezia,it Serie A,16.9,1,21.0,1.4,75.6,3.4,52.0,26.0,77.0,45.0,29.0,21.0,22.0,77.0,1272.0,35.0,14.0,111.0,51.0,5.0,24.0,188.0
222,Bastos,DF,Lazio,it Serie A,0.7,0,0.0,0.0,92.9,0.0,1.0,2.0,2.0,0.0,2.0,3.0,0.0,4.0,53.0,2.0,2.0,2.0,1.0,0.0,1.0,4.0
223,Michy Batshuayi,FW,Crystal Palace,eng Premier League,8.1,2,12.0,1.4,70.2,1.4,7.0,4.0,11.0,20.0,3.0,10.0,2.0,5.0,259.0,27.0,12.0,19.0,9.0,3.0,11.0,30.0
224,Rodrigo Battaglia,MF,Alaves,es La Liga,27.7,1,17.0,1.2,84.2,0.2,56.0,4.0,49.0,18.0,32.0,42.0,18.0,71.0,1266.0,21.0,18.0,78.0,23.0,0.0,45.0,127.0
225,Cristian Battocchio,"MF,FW",Brest,fr Ligue 1,3.9,0,5.0,0.5,80.4,0.2,16.0,1.0,13.0,13.0,3.0,2.0,3.0,8.0,235.0,2.0,4.0,14.0,3.0,0.0,1.0,27.0
226,Oliver Baumann,GK,Hoffenheim,de Bundesliga,31.0,0,0.0,0.0,78.8,0.0,13.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1423.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
227,Julian Baumgartlinger,MF,Leverkusen,de Bundesliga,11.9,2,7.0,1.4,86.7,0.3,54.0,6.0,56.0,23.0,28.0,20.0,17.0,63.0,781.0,10.0,7.0,23.0,4.0,0.0,25.0,79.0
