Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
814,Federico Fazio\Federico-Fazio,ar ARG,DF,Roma,it Serie A,34-015,1987,1.5,1,0.66,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
815,Nabil Fekir\Nabil-Fekir,fr FRA,MFFW,Betis,es La Liga,27-257,1993,22.4,110,4.92,58,13,16,7,16,0,16,0.71,9,2,3,0,2,0,0,Matches
816,Felipe\Felipe,br BRA,DF,Atlético Madrid,es La Liga,31-320,1989,16.5,6,0.36,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
817,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,24-010,1997,8.3,5,0.60,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
818,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Augsburg,de Bundesliga,23-204,1997,25.0,9,0.36,7,0,0,0,1,1,1,0.04,1,0,0,0,0,0,0,Matches
819,João Félix\Joao-Felix,pt POR,FWMF,Atlético Madrid,es La Liga,21-142,1999,15.2,40,2.64,28,0,4,4,4,0,8,0.53,5,0,1,1,1,0,0,Matches
820,Zinedine Ferhat\Zinedine-Ferhat,dz ALG,FWMF,Nîmes,fr Ligue 1,28-031,1993,25.9,87,3.36,56,11,9,3,6,2,16,0.62,13,0,2,0,1,0,0,Matches
821,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,eng Premier League,26-205,1994,27.4,138,5.04,100,19,2,7,7,3,22,0.80,18,2,0,2,0,0,0,Matches
822,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFDF,Mainz 05,de Bundesliga,24-351,1996,8.6,12,1.39,9,3,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
823,Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,es La Liga,29-333,1991,24.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
824,Álex Fernández\Alex-Fernandez,es ESP,MF,Cádiz,es La Liga,28-168,1992,21.6,40,1.85,19,20,0,0,1,0,4,0.18,3,1,0,0,0,0,0,Matches
825,Álvaro Fernández\Alvaro-Fernandez,es ESP,GK,Huesca,es La Liga,22-353,1998,16.0,2,0.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
826,Andrés Fernández\Andres-Fernandez,es ESP,GK,Huesca,es La Liga,34-105,1986,12.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
827,Augusto Fernández\Augusto-Fernandez,ar ARG,MF,Cádiz,es La Liga,34-356,1986,2.7,1,0.38,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
828,Carlos Fernández\Carlos-Fernandez,es ESP,FW,Sevilla,es La Liga,24-314,1996,1.6,5,3.15,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0,0,Matches
829,Carlos Fernández\Carlos-Fernandez,es ESP,FW,Real Sociedad,es La Liga,24-314,1996,0.9,4,4.44,4,0,0,0,0,0,1,1.11,1,0,0,0,0,0,0,Matches
830,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,eng Premier League,32-039,1989,15.3,7,0.46,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
831,Joaquín Fernández\Joaquin-Fernandez,es ESP,DF,Valladolid,es La Liga,24-305,1996,18.0,8,0.44,6,0,0,1,1,0,3,0.17,1,0,0,1,1,0,0,Matches
832,Fernandinho\Fernandinho,br BRA,MF,Manchester City,eng Premier League,35-332,1985,9.1,14,1.54,10,0,1,0,0,3,0,0.00,0,0,0,0,0,0,0,Matches
833,Fernando\Fernando,br BRA,MF,Sevilla,es La Liga,33-250,1987,19.9,23,1.15,22,1,0,0,0,0,7,0.35,7,0,0,0,0,0,0,Matches
834,Alex Ferrari\Alex-Ferrari,it ITA,DF,Sampdoria,it Serie A,26-274,1994,7.9,6,0.76,6,0,0,0,0,0,2,0.25,2,0,0,0,0,0,0,Matches
835,David Ferreiro\David-Ferreiro,es ESP,FWMF,Huesca,es La Liga,33-000,1988,19.6,72,3.67,40,24,2,2,4,0,9,0.46,6,2,0,1,0,0,0,Matches
836,Salvador Ferrer\Salvador-Ferrer,es ESP,DF,Spezia,it Serie A,23-070,1998,9.0,,,,,,,,,,,,,,,,,,Matches
837,Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FW,Celta Vigo,es La Liga,30-018,1991,1.7,1,0.59,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
838,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Montpellier,fr Ligue 1,29-020,1992,24.5,48,1.96,39,0,0,1,3,5,3,0.12,2,0,0,0,0,1,0,Matches
839,Fidel\Fidel,es ESP,MFDF,Elche,es La Liga,31-156,1989,18.5,43,2.33,27,11,1,0,4,0,5,0.27,4,1,0,0,0,0,0,Matches
840,Sam Field\Sam-Field,eng ENG,MF,West Brom,eng Premier League,22-328,1998,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
841,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,de Bundesliga,32-059,1989,4.6,16,3.46,12,0,2,2,0,0,1,0.22,1,0,0,0,0,0,0,Matches
842,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,eng Premier League,29-181,1991,23.8,76,3.19,56,0,8,8,3,1,7,0.29,6,0,0,1,0,0,0,Matches
843,Junior Firpo\Junior-Firpo,es ESP,DF,Barcelona,es La Liga,24-222,1996,2.7,8,2.95,6,0,0,0,1,1,1,0.37,1,0,0,0,0,0,0,Matches
844,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,29-220,1991,19.6,50,2.55,34,10,3,2,0,1,3,0.15,2,1,0,0,0,0,0,Matches
845,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,30-021,1991,15.1,26,1.72,21,3,0,2,0,0,1,0.07,1,0,0,0,0,0,0,Matches
846,Kingsley Fobi\Kingsley-Fobi,gh GHA,DF,Granada,es La Liga,22-193,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
847,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,eng Premier League,20-308,2000,14.9,53,3.56,35,5,9,3,0,1,12,0.81,8,0,1,3,0,0,0,Matches
848,Mamadou Fofana\Mamadou-Fofana,ml MLI,MFDF,Metz,fr Ligue 1,23-070,1998,11.4,5,0.44,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
849,Seko Fofana\Seko-Fofana,ci CIV,MF,Lens,fr Ligue 1,25-329,1995,19.7,50,2.54,41,0,3,3,3,0,12,0.61,9,0,1,1,1,0,0,Matches
850,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Leicester City,eng Premier League,20-105,2000,17.7,15,0.85,12,0,0,1,1,1,1,0.06,0,0,0,0,1,0,0,Matches
851,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,20-105,2000,3.5,3,0.86,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
852,Youssouf Fofana\Youssouf-Fofana,fr FRA,MF,Monaco,fr Ligue 1,22-081,1999,24.4,48,1.97,33,9,2,0,2,2,6,0.25,4,1,0,0,1,0,0,Matches
853,Thomas Foket\Thomas-Foket,be BEL,DF,Reims,fr Ligue 1,26-188,1994,29.0,34,1.17,30,2,0,0,1,1,2,0.07,1,0,0,0,1,0,0,Matches
854,Ramón Folch\Ramon-Folch,es ESP,MF,Elche,es La Liga,31-179,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
855,Lamine Fomba\Lamine-Fomba,fr FRA,MF,Nîmes,fr Ligue 1,23-065,1998,19.0,22,1.16,18,0,2,0,1,1,1,0.05,1,0,0,0,0,0,0,Matches
856,Thomas Fontaine\Thomas-Fontaine,mg MAD,DF,Lorient,fr Ligue 1,29-328,1991,3.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
857,José Fontán\Jose-Fontan,es ESP,DF,Celta Vigo,es La Liga,21-049,2000,3.8,2,0.53,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
858,José Fonte\Jose-Fonte,pt POR,DF,Lille,fr Ligue 1,37-100,1983,28.4,23,0.81,20,0,0,1,2,0,2,0.07,0,0,0,1,1,0,0,Matches
859,Fernando Forestieri\Fernando-Forestieri,it ITA,FWMF,Udinese,it Serie A,31-076,1990,3.3,10,3.03,9,0,0,0,1,0,2,0.61,2,0,0,0,0,0,0,Matches
860,Pablo Fornals\Pablo-Fornals,es ESP,FWMF,West Ham,eng Premier League,25-038,1996,20.0,42,2.10,35,1,1,3,2,0,7,0.35,4,1,0,2,0,0,0,Matches
861,Emil Forsberg\Emil-Forsberg,se SWE,FWMF,RB Leipzig,de Bundesliga,29-160,1991,12.6,53,4.20,35,6,5,3,2,2,7,0.56,5,0,1,0,0,1,0,Matches
862,Fraser Forster\Fraser-Forster,eng ENG,GK,Southampton,eng Premier League,33-015,1988,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
863,Philipp Förster\Philipp-Forster,de GER,FWMF,Stuttgart,de Bundesliga,26-056,1995,10.3,29,2.80,22,3,3,0,1,0,3,0.29,3,0,0,0,0,0,0,Matches
864,Steven Fortes\Steven-Fortes,cv CPV,DF,Lens,fr Ligue 1,28-349,1992,11.3,7,0.62,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
865,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,23-089,1998,0.9,4,4.50,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
866,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,23-089,1998,4.5,6,1.32,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
867,Daam Foulon\Daam-Foulon,be BEL,DF,Benevento,it Serie A,22-009,1999,10.7,9,0.84,7,2,0,0,0,0,1,0.09,0,1,0,0,0,0,0,Matches
868,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Granada,es La Liga,28-009,1993,20.6,19,0.92,16,1,0,1,1,0,4,0.19,3,0,0,1,0,0,0,Matches
869,Juan Foyth\Juan-Foyth,ar ARG,DFMF,Villarreal,es La Liga,23-079,1998,10.0,11,1.10,10,0,0,0,1,0,1,0.10,1,0,0,0,0,0,0,Matches
870,Gianluca Frabotta\Gianluca-Frabotta,it ITA,DF,Juventus,it Serie A,21-281,1999,7.7,15,1.96,13,1,1,0,0,0,2,0.26,2,0,0,0,0,0,0,Matches
871,Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,de Bundesliga,25-207,1995,13.6,19,1.39,15,2,1,0,0,1,1,0.07,1,0,0,0,0,0,0,Matches
872,Ryan Fraser\Ryan-Fraser,sco SCO,FWMF,Newcastle Utd,eng Premier League,27-036,1994,10.3,38,3.69,23,13,0,1,1,0,4,0.39,2,1,0,0,1,0,0,Matches
873,Fred\Fred,br BRA,MF,Manchester Utd,eng Premier League,28-027,1993,20.4,51,2.50,44,0,2,1,1,3,4,0.20,3,0,0,0,0,1,0,Matches
874,Ryan Fredericks\Ryan-Fredericks,eng ENG,DFFW,West Ham,eng Premier League,28-173,1992,5.0,17,3.37,14,0,1,0,0,2,1,0.20,1,0,0,0,0,0,0,Matches
875,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,28-351,1992,21.2,48,2.27,39,1,2,2,2,2,6,0.28,5,0,0,0,0,1,0,Matches
876,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,23-016,1998,25.0,19,0.76,14,2,1,0,1,1,2,0.08,1,1,0,0,0,0,0,Matches
877,Marvin Friedrich\Marvin-Friedrich,de GER,DF,Union Berlin,de Bundesliga,25-109,1995,26.0,18,0.69,15,0,1,1,1,0,3,0.12,3,0,0,0,0,0,0,Matches
878,Jeremie Frimpong\Jeremie-Frimpong,nl NED,DFFW,Leverkusen,de Bundesliga,20-112,2000,3.5,10,2.84,9,0,1,0,0,0,2,0.57,2,0,0,0,0,0,0,Matches
879,Jorge de Frutos\Jorge-de-Frutos,es ESP,MFFW,Levante,es La Liga,24-040,1997,14.8,47,3.17,33,3,2,1,4,4,13,0.88,8,1,0,0,2,2,0,Matches
880,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,34-359,1986,7.8,3,0.38,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
881,Angelo Fulgini\Angelo-Fulgini,fr FRA,MF,Angers,fr Ligue 1,24-224,1996,25.6,95,3.71,63,15,6,3,7,1,8,0.31,5,1,1,0,1,0,0,Matches
882,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Werder Bremen,de Bundesliga,28-051,1993,5.5,10,1.81,5,0,0,1,4,0,1,0.18,0,0,0,0,1,0,0,Matches
883,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Villarreal,es La Liga,30-027,1991,3.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
884,Darnell Furlong\Darnell-Furlong,eng ENG,DF,West Brom,eng Premier League,25-152,1995,23.6,25,1.06,18,3,0,3,1,0,2,0.08,2,0,0,0,0,0,0,Matches
885,Baptiste Gabard\Baptiste-Gabard,fr FRA,MF,Saint-Étienne,fr Ligue 1,21-063,2000,1.5,1,0.68,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
886,Matteo Gabbia\Matteo-Gabbia,it ITA,DF,Milan,it Serie A,21-162,1999,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
887,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FWMF,Sampdoria,it Serie A,29-126,1991,2.7,4,1.48,4,0,0,0,0,0,1,0.37,1,0,0,0,0,0,0,Matches
888,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,DFMF,Hoffenheim,de Bundesliga,26-052,1995,7.9,21,2.66,15,4,1,1,0,0,3,0.38,1,1,0,1,0,0,0,Matches
889,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,it Serie A,26-359,1994,10.6,12,1.13,10,1,0,1,0,0,3,0.28,3,0,0,0,0,0,0,Matches
890,Riccardo Gagliolo\Riccardo-Gagliolo,se SWE,DF,Parma,it Serie A,30-338,1990,17.7,23,1.30,21,0,0,0,1,1,2,0.11,2,0,0,0,0,0,0,Matches
891,Adolfo Gaich\Adolfo-Gaich,ar ARG,FW,Benevento,it Serie A,22-054,1999,2.8,8,2.83,3,0,2,0,1,2,2,0.71,0,0,1,0,0,1,0,Matches
892,Andrey Galabinov\Andrey-Galabinov,bg BUL,FW,Spezia,it Serie A,32-125,1988,4.3,6,1.39,6,0,0,0,0,0,2,0.46,2,0,0,0,0,0,0,Matches
893,Javi Galán\Javi-Galan,es ESP,DF,Huesca,es La Liga,26-133,1994,26.3,51,1.94,40,5,3,0,3,0,6,0.23,4,2,0,0,0,0,0,Matches
894,Conor Gallagher\Conor-Gallagher,eng ENG,MF,West Brom,eng Premier League,21-054,2000,21.9,29,1.32,18,4,3,1,2,1,3,0.14,2,1,0,0,0,0,0,Matches
895,Enric Gallego\Enric-Gallego,es ESP,FW,Osasuna,es La Liga,34-201,1986,6.9,13,1.90,11,0,0,0,2,0,1,0.15,1,0,0,0,0,0,0,Matches
896,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,es La Liga,33-327,1987,7.7,11,1.43,7,0,0,2,2,0,1,0.13,1,0,0,0,0,0,0,Matches
897,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,31-187,1989,15.5,44,2.84,35,0,3,0,2,4,4,0.26,3,0,1,0,0,0,0,Matches
898,Ignatius Ganago\Ignatius-Ganago,cm CMR,FW,Lens,fr Ligue 1,22-044,1999,10.1,27,2.69,11,0,6,1,7,2,7,0.70,0,0,3,0,2,2,0,Matches
899,Aleix García\Aleix-Garcia,es ESP,MF,Eibar,es La Liga,23-277,1997,2.5,7,2.76,5,2,0,0,0,0,1,0.39,0,1,0,0,0,0,0,Matches
900,Borja García\Borja-Garcia,es ESP,MFFW,Huesca,es La Liga,30-150,1990,12.2,37,3.03,32,0,2,1,2,0,0,0.00,0,0,0,0,0,0,0,Matches
901,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,es La Liga,30-312,1990,17.3,17,0.98,14,1,0,0,0,2,1,0.06,1,0,0,0,0,0,0,Matches
902,David García\David-Garcia,es ESP,DF,Osasuna,es La Liga,27-046,1994,26.0,6,0.23,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
903,Eric García\Eric-Garcia,es ESP,DF,Manchester City,eng Premier League,20-082,2001,2.4,4,1.66,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
904,Manu García\Manu-Garcia,es ESP,MF,Alavés,es La Liga,34-340,1986,10.2,7,0.68,4,0,0,1,1,1,1,0.10,0,0,0,0,1,0,0,Matches
905,Raúl García\Raul-Garcia,es ESP,DFMF,Valladolid,es La Liga,31-336,1989,5.6,8,1.43,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
906,Raúl García\Raul-Garcia,es ESP,FWMF,Athletic Club,es La Liga,34-264,1986,16.9,30,1.78,25,0,0,0,4,1,2,0.12,2,0,0,0,0,0,0,Matches
907,Rubén García\Ruben-Garcia,es ESP,MFFW,Osasuna,es La Liga,27-261,1993,23.8,66,2.77,39,18,2,0,5,2,6,0.25,4,0,0,0,1,1,0,Matches
908,Sergi García\Sergi-Garcia,es ESP,MF,Alavés,es La Liga,21-352,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
909,Unai García\Unai-Garcia,es ESP,DF,Osasuna,es La Liga,29-057,1992,10.2,5,0.49,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
910,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,es La Liga,30-128,1990,14.6,25,1.71,21,0,0,0,2,2,4,0.27,3,0,0,0,1,0,0,Matches
911,Dwight Gayle\Dwight-Gayle,eng ENG,FWMF,Newcastle Utd,eng Premier League,30-166,1990,3.3,6,1.79,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
912,Yann Gboho\Yann-Gboho,fr FRA,MFFW,Rennes,fr Ligue 1,20-077,2001,3.4,15,4.46,9,0,3,2,1,0,0,0.00,0,0,0,0,0,0,0,Matches
913,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,eng Premier League,30-145,1990,23.5,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
914,Christian Gebauer\Christian-Gebauer,at AUT,MFFW,Arminia,de Bundesliga,27-102,1993,6.4,11,1.72,9,0,0,2,0,0,1,0.16,1,0,0,0,0,0,0,Matches
915,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,34-098,1986,25.7,28,1.09,22,3,0,2,1,0,4,0.16,2,1,0,1,0,0,0,Matches
916,Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,de Bundesliga,22-295,1998,7.3,24,3.28,15,8,0,1,0,0,1,0.14,0,1,0,0,0,0,0,Matches
917,Christian Gentner\Christian-Gentner,de GER,MF,Union Berlin,de Bundesliga,35-230,1985,6.1,12,1.97,11,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
918,Yannick Gerhardt\Yannick-Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,27-019,1994,15.6,29,1.86,21,2,1,2,3,0,7,0.45,5,0,0,1,1,0,0,Matches
919,Valère Germain\Valere-Germain,fr FRA,FW,Marseille,fr Ligue 1,30-349,1990,9.5,5,0.53,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
920,Gervinho\Gervinho,ci CIV,FWMF,Parma,it Serie A,33-309,1987,17.1,43,2.52,33,0,9,0,1,0,2,0.12,2,0,0,0,0,0,0,Matches
921,Willem Geubbels\Willem-Geubbels,fr FRA,FWMF,Monaco,fr Ligue 1,19-228,2001,3.2,6,1.89,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
922,Hamadi Al Ghaddioui\Hamadi-Al-Ghaddioui,ma MAR,MFFW,Stuttgart,de Bundesliga,30-191,1990,0.3,2,6.92,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
923,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FW,Aston Villa,eng Premier League,25-333,1995,10.1,39,3.84,22,6,4,3,4,0,0,0.00,0,0,0,0,0,0,0,Matches
924,Paolo Ghiglione\Paolo-Ghiglione,it ITA,DFMF,Genoa,it Serie A,24-058,1997,12.1,21,1.73,17,2,0,0,1,1,4,0.33,4,0,0,0,0,0,0,Matches
925,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DFFW,Napoli,it Serie A,30-059,1991,3.2,12,3.74,6,4,0,2,0,0,1,0.31,0,0,0,1,0,0,0,Matches
926,Kieran Gibbs\Kieran-Gibbs,eng ENG,DF,West Brom,eng Premier League,31-187,1989,9.0,4,0.44,4,0,0,0,0,0,1,0.11,1,0,0,0,0,0,0,Matches
927,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,FWMF,Wolves,eng Premier League,21-064,2000,1.2,6,5.19,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
928,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Union Berlin,de Bundesliga,29-187,1991,4.5,6,1.33,4,1,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
929,Rafał Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33-157,1987,26.0,3,0.12,2,1,0,0,0,0,1,0.04,0,1,0,0,0,0,0,Matches
930,David Gil\David-Gil,es ESP,GK,Cádiz,es La Liga,27-080,1994,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
931,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,eng Premier League,19-294,2001,0.4,1,2.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
932,Álvaro Giménez\Alvaro-Gimenez,es ESP,FWMF,Cádiz,es La Liga,29-317,1991,4.5,3,0.66,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
933,Daniel Ginczek\Daniel-Ginczek,de GER,FWMF,Wolfsburg,de Bundesliga,29-353,1991,2.0,3,1.53,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
934,Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,de Bundesliga,27-072,1994,26.0,23,0.88,22,0,1,0,0,0,3,0.12,3,0,0,0,0,0,0,Matches
935,Andrei Girotto\Andrei-Girotto,br BRA,DFMF,Nantes,fr Ligue 1,29-043,1992,26.4,18,0.68,12,0,0,5,1,0,3,0.11,1,0,0,2,0,0,0,Matches
936,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,eng Premier League,34-183,1986,7.9,14,1.78,11,0,0,2,0,1,0,0.00,0,0,0,0,0,0,0,Matches
937,Robert Glatzel\Robert-Glatzel,de GER,FW,Mainz 05,de Bundesliga,27-083,1994,2.1,8,3.87,4,0,1,1,1,1,3,1.45,1,0,0,1,0,1,0,Matches
938,Kamil Glik\Kamil-Glik,pl POL,DF,Benevento,it Serie A,33-057,1988,25.6,5,0.20,5,0,0,0,0,0,1,0.04,1,0,0,0,0,0,0,Matches
939,Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,25-261,1995,15.8,66,4.17,53,7,3,2,1,0,10,0.63,8,1,0,0,1,0,0,Matches
940,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Everton,eng Premier League,23-076,1998,20.7,6,0.29,4,0,0,1,1,0,1,0.05,0,0,0,1,0,0,0,Matches
941,Diego Godín\Diego-Godin,uy URU,DF,Cagliari,it Serie A,35-044,1986,18.9,9,0.48,9,0,0,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
942,Akaki Gogia\Akaki-Gogia,de GER,FW,Union Berlin,de Bundesliga,29-073,1992,1.6,5,3.21,4,0,0,0,1,0,3,1.93,2,0,0,0,1,0,0,Matches
943,Amer Gojak\Amer-Gojak,ba BIH,MFFW,Torino,it Serie A,24-047,1997,5.3,14,2.65,6,5,1,1,0,1,2,0.38,0,1,0,1,0,0,0,Matches
944,Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Genoa,it Serie A,27-150,1993,14.5,7,0.48,7,0,0,0,0,0,1,0.07,1,0,0,0,0,0,0,Matches
945,Vladimir Golemić\Vladimir-Golemic,si SVN,DF,Crotone,it Serie A,29-277,1991,19.4,10,0.51,9,1,0,0,0,0,1,0.05,0,1,0,0,0,0,0,Matches
946,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,it Serie A,26-014,1995,15.7,3,0.19,2,1,0,0,0,0,1,0.06,0,1,0,0,0,0,0,Matches
947,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,24-306,1996,6.8,32,4.72,13,17,2,0,0,0,9,1.33,4,5,0,0,0,0,0,Matches
948,Tomislav Gomelt\Tomislav-Gomelt,hr CRO,MF,Crotone,it Serie A,26-084,1995,0.2,1,4.74,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
949,André Gomes\Andre-Gomes,pt POR,MF,Everton,eng Premier League,27-245,1993,15.2,25,1.65,21,2,1,0,0,1,2,0.13,2,0,0,0,0,0,0,Matches
950,Dani Gómez\Dani-Gomez,es ESP,FW,Levante,es La Liga,22-245,1998,13.0,22,1.69,15,0,2,2,3,0,5,0.38,2,0,0,2,1,0,0,Matches
951,Ibai Gómez\Ibai-Gomez,es ESP,MFFW,Athletic Club,es La Liga,31-141,1989,1.1,1,0.89,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
952,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,eng Premier League,23-313,1997,6.6,2,0.31,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
953,Maxi Gómez\Maxi-Gomez,uy URU,FW,Valencia,es La Liga,24-230,1996,23.5,40,1.70,22,0,2,4,11,1,9,0.38,2,0,0,2,5,0,0,Matches
954,Moi Gómez\Moi-Gomez,es ESP,MFFW,Villarreal,es La Liga,26-282,1994,22.1,49,2.21,38,5,5,0,1,0,4,0.18,3,1,0,0,0,0,0,Matches
955,Papu Gómez\Papu-Gomez,ar ARG,FWMF,Atalanta,it Serie A,33-045,1988,7.4,36,4.86,20,4,7,1,4,0,5,0.68,4,0,1,0,0,0,0,Matches
956,Papu Gómez\Papu-Gomez,ar ARG,FWMF,Sevilla,es La Liga,33-045,1988,4.4,18,4.07,9,3,3,0,3,0,0,0.00,0,0,0,0,0,0,0,Matches
957,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,es La Liga,29-004,1992,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
958,Sergio Gómez\Sergio-Gomez,es ESP,FWMF,Huesca,es La Liga,20-209,2000,4.7,13,2.77,8,4,0,1,0,0,1,0.21,1,0,0,0,0,0,0,Matches
