,Player,Pos,Squad,Comp,90s,Gls,Sh,npxG,Cmp%,xA,1/3_x,PPA,Prog_x,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,SCA,TklW,Blocks,Int,Tkl+Int,Touches,Att Pen,Succ,Prog_y,1/3_y,CPA,Won,Prog+,Season
100,Janis Antiste,MF,Toulouse,fr Ligue 1,0.1,0,1.0,0.1,55.6,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2021
101,Michail Antonio,FW,West Ham,eng Premier League,19.6,10,67.0,10.9,64.1,2.7,21.0,14.0,32.0,,,,,,,,,,,,,,,,,,,59.0,10.0,26.0,8.0,22.0,850.0,125.0,71.0,82.0,20.0,23.0,76.0,114.0,2021
102,Antonito,"DF,MF",Valladolid,es La Liga,11.4,0,1.0,0.1,71.0,1.6,25.0,9.0,31.0,,,,,,,,,,,,,,,,,,,19.0,16.0,24.0,19.0,44.0,574.0,10.0,6.0,53.0,20.0,5.0,10.0,84.0,2021
103,Mirko Antonucci,"FW,MF",Roma,it Serie A,0.9,0,3.0,0.2,77.3,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,7.0,40.0,6.0,0.0,2.0,2.0,0.0,0.0,2.0,2021
104,Vitorino Antunes,MF,Getafe,es La Liga,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
105,Christopher Antwi-Adjei,"MF,FW",Paderborn 07,de Bundesliga,27.4,1,47.0,4.6,71.3,3.2,29.0,30.0,64.0,,,,,,,,,,,,,,,,,,,80.0,20.0,46.0,11.0,42.0,1181.0,91.0,36.0,160.0,49.0,44.0,24.0,224.0,2021
106,Anuar,"MF,FW",Valladolid,es La Liga,2.1,0,1.0,0.0,85.1,0.0,6.0,1.0,4.0,,,,,,,,,,,,,,,,,,,2.0,4.0,6.0,3.0,7.0,127.0,2.0,2.0,16.0,4.0,0.0,2.0,20.0,2021
107,Houssem Aouar,"MF,FW",Lyon,fr Ligue 1,21.7,3,45.0,3.7,84.7,3.0,108.0,23.0,107.0,,,,,,,,,,,,,,,,,,,69.0,19.0,19.0,11.0,39.0,1366.0,66.0,65.0,191.0,70.0,13.0,15.0,298.0,2021
108,Adil Aouchiche,MF,Paris S-G,fr Ligue 1,0.7,0,0.0,0.0,77.4,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,2.0,3.0,0.0,2.0,40.0,1.0,3.0,2.0,1.0,0.0,0.0,3.0,2021
109,Dennis Appiah,DF,Nantes,fr Ligue 1,17.8,0,1.0,0.0,77.2,0.3,43.0,4.0,60.0,,,,,,,,,,,,,,,,,,,18.0,32.0,20.0,15.0,78.0,1158.0,6.0,21.0,61.0,16.0,3.0,22.0,121.0,2021
110,Mauro Arambarri,MF,Getafe,es La Liga,34.1,1,46.0,2.0,66.8,1.6,93.0,20.0,85.0,,,,,,,,,,,,,,,,,,,37.0,49.0,69.0,26.0,100.0,1363.0,26.0,29.0,66.0,20.0,5.0,63.0,151.0,2021
111,Guilherme Arana,DF,Atalanta,it Serie A,0.9,0,1.0,0.0,77.8,0.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,1.0,6.0,68.0,3.0,0.0,4.0,1.0,0.0,0.0,8.0,2021
112,Charles Aranguiz,MF,Leverkusen,de Bundesliga,23.5,1,15.0,1.4,85.9,1.8,142.0,9.0,172.0,,,,,,,,,,,,,,,,,,,42.0,31.0,38.0,23.0,78.0,1868.0,22.0,13.0,79.0,20.0,3.0,13.0,251.0,2021
113,Luiz Araujo,"FW,MF",Lille,fr Ligue 1,9.2,2,24.0,1.3,72.2,1.8,13.0,15.0,28.0,,,,,,,,,,,,,,,,,,,31.0,9.0,16.0,5.0,23.0,447.0,35.0,26.0,53.0,17.0,12.0,6.0,81.0,2021
114,Nestor Araujo,DF,Celta Vigo,es La Liga,32.1,1,12.0,0.8,87.0,0.2,44.0,0.0,59.0,,,,,,,,,,,,,,,,,,,7.0,27.0,43.0,38.0,85.0,1824.0,19.0,1.0,66.0,9.0,0.0,91.0,125.0,2021
115,Ronald Araujo,DF,Barcelona,es La Liga,2.6,0,1.0,0.2,94.7,0.0,10.0,0.0,3.0,,,,,,,,,,,,,,,,,,,0.0,2.0,9.0,0.0,4.0,233.0,1.0,1.0,6.0,0.0,0.0,5.0,9.0,2021
116,Anaitz Arbilla,DF,Eibar,es La Liga,22.3,1,14.0,0.7,74.4,0.1,101.0,10.0,83.0,,,,,,,,,,,,,,,,,,,20.0,20.0,38.0,15.0,48.0,1412.0,11.0,4.0,67.0,18.0,1.0,56.0,150.0,2021
117,Alphonse Areola,GK,Real Madrid,es La Liga,4.0,0,0.0,0.0,84.4,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
118,Alphonse Areola,GK,Paris S-G,fr Ligue 1,3.0,0,0.0,0.0,96.6,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
119,Santiago Arias,DF,Atletico Madrid,es La Liga,12.0,0,6.0,0.5,76.3,1.1,28.0,21.0,69.0,,,,,,,,,,,,,,,,,,,21.0,17.0,28.0,9.0,39.0,780.0,19.0,4.0,58.0,18.0,2.0,21.0,127.0,2021
120,Nicolo Armini,DF,Lazio,it Serie A,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
121,Stuart Armstrong,MF,Southampton,eng Premier League,19.1,5,46.0,2.9,76.1,1.1,33.0,24.0,60.0,,,,,,,,,,,,,,,,,,,50.0,25.0,24.0,9.0,58.0,882.0,49.0,31.0,90.0,31.0,9.0,10.0,150.0,2021
122,Jose Arnaiz,"FW,MF",Osasuna,es La Liga,8.8,2,21.0,1.2,73.0,0.2,10.0,3.0,10.0,,,,,,,,,,,,,,,,,,,15.0,3.0,13.0,5.0,10.0,304.0,37.0,3.0,32.0,6.0,11.0,8.0,42.0,2021
123,Jose Arnaiz,"MF,FW",Leganes,es La Liga,3.7,0,11.0,0.5,75.3,0.5,2.0,4.0,4.0,,,,,,,,,,,,,,,,,,,14.0,3.0,7.0,2.0,6.0,169.0,17.0,13.0,24.0,6.0,6.0,1.0,28.0,2021
124,Maximilian Arnold,MF,Wolfsburg,de Bundesliga,31.3,4,63.0,2.4,74.8,6.1,112.0,27.0,138.0,,,,,,,,,,,,,,,,,,,121.0,35.0,37.0,23.0,80.0,1860.0,24.0,22.0,101.0,26.0,3.0,23.0,239.0,2021
125,Kepa Arrizabalaga,GK,Chelsea,eng Premier League,33.0,0,0.0,0.0,80.8,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,1134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
126,Kwadwo Asamoah,DF,Inter,it Serie A,7.1,0,3.0,0.1,79.6,0.7,17.0,3.0,29.0,,,,,,,,,,,,,,,,,,,16.0,5.0,9.0,10.0,19.0,428.0,22.0,13.0,44.0,14.0,12.0,3.0,73.0,2021
127,Santiago Ascacibar,MF,Hertha BSC,de Bundesliga,7.0,0,2.0,0.0,84.4,0.1,12.0,1.0,19.0,,,,,,,,,,,,,,,,,,,4.0,22.0,22.0,8.0,40.0,402.0,0.0,7.0,7.0,5.0,0.0,7.0,26.0,2021
128,Sergio Asenjo,GK,Villarreal,es La Liga,34.0,0,0.0,0.0,71.4,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,1123.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021
129,Marco Asensio,FW,Real Madrid,es La Liga,3.7,3,9.0,1.7,82.2,1.0,6.0,7.0,12.0,,,,,,,,,,,,,,,,,,,11.0,4.0,2.0,2.0,7.0,203.0,17.0,6.0,26.0,5.0,3.0,3.0,38.0,2021
130,Kristoffer Askildsen,MF,Sampdoria,it Serie A,0.8,1,1.0,0.0,85.7,0.1,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,0.0,2.0,43.0,0.0,2.0,6.0,3.0,0.0,0.0,10.0,2021
131,Iago Aspas,FW,Celta Vigo,es La Liga,36.2,14,78.0,8.5,77.8,4.1,71.0,46.0,96.0,,,,,,,,,,,,,,,,,,,107.0,21.0,24.0,19.0,48.0,1676.0,165.0,60.0,190.0,66.0,36.0,24.0,286.0,2021
132,Roger Assale,"FW,MF",Leganes,es La Liga,5.9,2,11.0,1.7,82.7,1.1,8.0,6.0,18.0,,,,,,,,,,,,,,,,,,,19.0,1.0,6.0,0.0,3.0,192.0,36.0,16.0,30.0,8.0,7.0,2.0,48.0,2021
133,Miguel Atienza,MF,Eibar,es La Liga,0.3,0,1.0,0.0,71.4,0.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,1.0,2.0,21.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2021
134,Christian Atsu,"FW,MF",Newcastle Utd,eng Premier League,8.3,0,5.0,0.2,78.4,0.9,2.0,10.0,13.0,,,,,,,,,,,,,,,,,,,23.0,9.0,28.0,7.0,19.0,332.0,20.0,19.0,32.0,16.0,7.0,7.0,45.0,2021
135,Youcef Attal,"FW,DF",Nice,fr Ligue 1,11.1,1,19.0,1.5,80.7,0.6,25.0,11.0,40.0,,,,,,,,,,,,,,,,,,,32.0,17.0,24.0,17.0,46.0,741.0,48.0,41.0,96.0,26.0,15.0,14.0,136.0,2021
136,Pierre-Emerick Aubameyang,FW,Arsenal,eng Premier League,34.8,22,90.0,14.3,68.9,2.9,27.0,47.0,78.0,,,,,,,,,,,,,,,,,,,56.0,24.0,59.0,9.0,48.0,1248.0,168.0,25.0,171.0,44.0,36.0,37.0,249.0,2021
137,Emil Audero,GK,Sampdoria,it Serie A,36.0,0,0.0,0.0,63.6,0.0,9.0,0.0,0.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,1127.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021
138,Tommaso Augello,DF,Sampdoria,it Serie A,12.6,0,0.0,0.0,77.0,1.5,49.0,27.0,78.0,,,,,,,,,,,,,,,,,,,40.0,13.0,19.0,8.0,23.0,916.0,3.0,21.0,90.0,33.0,2.0,15.0,168.0,2021
139,Jean-Kevin Augustin,FW,Monaco,fr Ligue 1,3.0,0,7.0,0.5,82.5,0.0,2.0,0.0,1.0,,,,,,,,,,,,,,,,,,,7.0,0.0,2.0,4.0,6.0,80.0,19.0,8.0,7.0,1.0,1.0,0.0,8.0,2021
140,Ludwig Augustinsson,DF,Werder Bremen,de Bundesliga,10.3,0,5.0,0.2,72.5,1.2,15.0,10.0,47.0,,,,,,,,,,,,,,,,,,,20.0,18.0,23.0,8.0,38.0,665.0,16.0,6.0,40.0,22.0,3.0,21.0,87.0,2021
141,Serge Aurier,DF,Tottenham,eng Premier League,30.0,1,13.0,0.6,76.3,2.8,63.0,40.0,111.0,,,,,,,,,,,,,,,,,,,48.0,55.0,58.0,29.0,127.0,2057.0,54.0,46.0,130.0,41.0,8.0,67.0,241.0,2021
142,Mathias Autret,"MF,FW",Brest,fr Ligue 1,13.6,2,27.0,2.0,67.8,2.9,37.0,29.0,51.0,,,,,,,,,,,,,,,,,,,56.0,11.0,24.0,10.0,34.0,724.0,41.0,12.0,78.0,31.0,7.0,5.0,129.0,2021
143,Ezequiel Avila,FW,Osasuna,es La Liga,17.7,9,68.0,7.0,57.3,2.7,22.0,13.0,30.0,,,,,,,,,,,,,,,,,,,50.0,16.0,17.0,4.0,23.0,575.0,98.0,15.0,59.0,15.0,14.0,47.0,89.0,2021
144,Javier Aviles,"MF,FW",Leganes,es La Liga,2.0,1,5.0,0.5,67.6,0.9,2.0,7.0,3.0,,,,,,,,,,,,,,,,,,,6.0,3.0,4.0,1.0,8.0,103.0,10.0,4.0,19.0,9.0,1.0,2.0,22.0,2021
145,Chidozie Awaziem,DF,Leganes,es La Liga,22.2,0,10.0,0.7,78.0,0.1,54.0,8.0,57.0,,,,,,,,,,,,,,,,,,,10.0,26.0,38.0,12.0,51.0,1012.0,14.0,3.0,31.0,9.0,0.0,50.0,88.0,2021
146,Taiwo Awoniyi,FW,Mainz 05,de Bundesliga,5.4,1,13.0,1.9,72.5,0.9,8.0,4.0,5.0,,,,,,,,,,,,,,,,,,,12.0,2.0,7.0,2.0,4.0,178.0,34.0,10.0,15.0,4.0,5.0,12.0,20.0,2021
147,Florian Aye,"FW,MF",Brescia,it Serie A,15.3,0,27.0,3.1,71.1,0.5,12.0,7.0,16.0,,,,,,,,,,,,,,,,,,,30.0,13.0,34.0,2.0,22.0,505.0,60.0,22.0,38.0,10.0,7.0,48.0,54.0,2021
148,Jordan Ayew,"FW,MF",Crystal Palace,eng Premier League,35.0,9,56.0,6.5,81.9,1.9,42.0,22.0,49.0,,,,,,,,,,,,,,,,,,,68.0,29.0,35.0,14.0,68.0,1366.0,134.0,75.0,138.0,44.0,29.0,59.0,187.0,2021
149,Kaan Ayhan,DF,Dusseldorf,de Bundesliga,30.3,2,28.0,2.5,83.8,2.3,132.0,13.0,143.0,,,,,,,,,,,,,,,,,,,31.0,33.0,34.0,37.0,88.0,2017.0,29.0,11.0,119.0,29.0,3.0,43.0,262.0,2021
150,Ramon Azeez,MF,Granada,es La Liga,15.1,2,19.0,1.9,80.2,0.3,26.0,4.0,19.0,,,,,,,,,,,,,,,,,,,17.0,14.0,17.0,15.0,32.0,522.0,21.0,3.0,34.0,12.0,3.0,19.0,53.0,2021
151,Cesar Azpilicueta,DF,Chelsea,eng Premier League,35.9,2,29.0,2.7,79.9,5.8,148.0,60.0,182.0,,,,,,,,,,,,,,,,,,,80.0,61.0,81.0,39.0,141.0,3273.0,98.0,15.0,150.0,47.0,7.0,94.0,332.0,2021
152,Ludovic Baal,DF,Brest,fr Ligue 1,9.2,0,2.0,0.1,80.8,0.7,42.0,13.0,51.0,,,,,,,,,,,,,,,,,,,20.0,21.0,22.0,14.0,48.0,750.0,8.0,17.0,60.0,24.0,1.0,21.0,111.0,2021
153,Iddrisu Baba,MF,Mallorca,es La Liga,32.3,0,15.0,0.9,81.4,0.2,98.0,6.0,98.0,,,,,,,,,,,,,,,,,,,25.0,45.0,34.0,23.0,91.0,1614.0,15.0,46.0,98.0,23.0,1.0,70.0,196.0,2021
154,Khouma Babacar,FW,Lecce,it Serie A,15.8,3,47.0,4.4,73.5,0.7,11.0,9.0,18.0,,,,,,,,,,,,,,,,,,,46.0,9.0,19.0,2.0,19.0,537.0,88.0,17.0,37.0,18.0,14.0,26.0,55.0,2021
155,Carlos Bacca,"FW,MF",Villarreal,es La Liga,7.6,2,17.0,3.1,75.9,0.5,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,12.0,1.0,5.0,1.0,4.0,205.0,38.0,6.0,11.0,5.0,5.0,7.0,16.0,2021
156,Milan Badelj,MF,Fiorentina,it Serie A,17.6,1,16.0,1.3,81.6,1.0,89.0,11.0,76.0,,,,,,,,,,,,,,,,,,,44.0,26.0,35.0,26.0,62.0,1157.0,12.0,21.0,64.0,18.0,1.0,11.0,140.0,2021
157,Matthias Bader,DF,Koln,de Bundesliga,0.1,0,0.0,0.0,57.1,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2021
158,Benoit Badiashile,DF,Monaco,fr Ligue 1,15.7,0,10.0,0.6,87.0,0.2,62.0,2.0,66.0,,,,,,,,,,,,,,,,,,,5.0,12.0,26.0,19.0,41.0,1084.0,15.0,5.0,60.0,10.0,1.0,53.0,126.0,2021
159,Bastian Badu,FW,Montpellier,fr Ligue 1,0.1,0,1.0,0.0,100.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2021
160,Alex Baena,MF,Villarreal,es La Liga,0.2,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
161,Stephane Bahoken,FW,Angers,fr Ligue 1,10.1,4,20.0,2.2,73.5,0.8,7.0,5.0,6.0,,,,,,,,,,,,,,,,,,,21.0,4.0,4.0,1.0,8.0,341.0,54.0,3.0,27.0,8.0,8.0,10.0,33.0,2021
162,Daniel Baier,MF,Augsburg,de Bundesliga,21.6,1,16.0,0.5,77.4,0.4,56.0,9.0,64.0,,,,,,,,,,,,,,,,,,,33.0,23.0,33.0,32.0,67.0,1097.0,6.0,11.0,30.0,15.0,2.0,29.0,94.0,2021
163,Leon Bailey,"FW,MF",Leverkusen,de Bundesliga,12.1,5,31.0,4.2,67.8,2.6,17.0,24.0,39.0,,,,,,,,,,,,,,,,,,,41.0,4.0,10.0,6.0,15.0,637.0,55.0,43.0,86.0,30.0,11.0,11.0,125.0,2021
164,Eric Bailly,DF,Manchester Utd,eng Premier League,1.7,0,0.0,0.0,88.9,0.0,2.0,0.0,4.0,,,,,,,,,,,,,,,,,,,1.0,0.0,3.0,2.0,2.0,87.0,0.0,1.0,3.0,0.0,0.0,6.0,7.0,2021
165,Denys Bain,DF,Brest,fr Ligue 1,14.1,1,3.0,0.5,93.1,0.0,6.0,0.0,15.0,,,,,,,,,,,,,,,,,,,4.0,19.0,22.0,16.0,45.0,820.0,4.0,0.0,6.0,1.0,0.0,38.0,21.0,2021
166,Leighton Baines,DF,Everton,eng Premier League,4.5,0,1.0,0.0,80.4,0.7,6.0,7.0,13.0,,,,,,,,,,,,,,,,,,,12.0,6.0,11.0,2.0,12.0,255.0,1.0,1.0,16.0,3.0,1.0,6.0,29.0,2021
167,Stefan Bajic,GK,Saint-Etienne,fr Ligue 1,1.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021
168,Tiemoue Bakayoko,MF,Monaco,fr Ligue 1,19.1,1,24.0,1.8,86.5,0.9,75.0,12.0,81.0,,,,,,,,,,,,,,,,,,,30.0,49.0,25.0,28.0,98.0,1233.0,39.0,31.0,82.0,21.0,4.0,25.0,163.0,2021
169,Lewis Baker,MF,Dusseldorf,de Bundesliga,6.1,0,12.0,0.4,80.0,0.3,21.0,3.0,18.0,,,,,,,,,,,,,,,,,,,15.0,4.0,8.0,4.0,11.0,283.0,6.0,10.0,25.0,4.0,2.0,3.0,43.0,2021
170,Mitchel Bakker,DF,Paris S-G,fr Ligue 1,1.0,0,0.0,0.0,96.8,0.0,9.0,0.0,1.0,,,,,,,,,,,,,,,,,,,1.0,3.0,1.0,0.0,3.0,100.0,0.0,1.0,3.0,2.0,0.0,0.0,4.0,2021
171,Ridle Baku,"DF,MF",Mainz 05,de Bundesliga,26.1,1,22.0,1.1,71.7,3.1,63.0,38.0,103.0,,,,,,,,,,,,,,,,,,,65.0,35.0,73.0,36.0,92.0,1524.0,25.0,31.0,112.0,49.0,5.0,23.0,215.0,2021
172,Fabian Balbuena,DF,West Ham,eng Premier League,13.1,1,10.0,1.7,74.1,0.0,24.0,2.0,30.0,,,,,,,,,,,,,,,,,,,4.0,11.0,27.0,15.0,33.0,653.0,16.0,0.0,24.0,3.0,0.0,46.0,54.0,2021
173,Keita Balde,"FW,MF",Monaco,fr Ligue 1,9.5,4,28.0,4.1,70.2,0.8,12.0,6.0,24.0,,,,,,,,,,,,,,,,,,,22.0,8.0,9.0,3.0,14.0,417.0,50.0,6.0,48.0,16.0,9.0,27.0,72.0,2021
174,George Baldock,DF,Sheffield Utd,eng Premier League,38.0,2,13.0,0.9,75.6,2.5,60.0,45.0,88.0,,,,,,,,,,,,,,,,,,,65.0,45.0,63.0,30.0,103.0,1936.0,64.0,43.0,182.0,53.0,22.0,37.0,270.0,2021
175,Gareth Bale,"FW,MF",Real Madrid,es La Liga,12.1,2,34.0,3.5,75.0,1.2,18.0,17.0,30.0,,,,,,,,,,,,,,,,,,,33.0,7.0,16.0,4.0,14.0,618.0,52.0,17.0,98.0,35.0,6.0,22.0,128.0,2021
176,Mikel Balenziaga,DF,Athletic Club,es La Liga,6.3,0,3.0,0.1,72.9,0.0,10.0,4.0,15.0,,,,,,,,,,,,,,,,,,,2.0,5.0,17.0,4.0,15.0,317.0,1.0,1.0,15.0,3.0,0.0,11.0,30.0,2021
177,Leonardo Balerdi,"DF,MF",Dortmund,de Bundesliga,1.5,0,0.0,0.0,89.1,0.0,3.0,0.0,3.0,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,5.0,7.0,142.0,0.0,1.0,3.0,0.0,0.0,1.0,6.0,2021
178,Marco Ballarini,MF,Udinese,it Serie A,0.0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2021
179,Fode Ballo-Toure,DF,Monaco,fr Ligue 1,18.7,0,5.0,0.6,79.7,1.4,48.0,14.0,59.0,,,,,,,,,,,,,,,,,,,27.0,24.0,29.0,22.0,64.0,1067.0,22.0,30.0,96.0,45.0,1.0,17.0,155.0,2021
180,Florent Balmont,MF,Dijon,fr Ligue 1,4.5,0,7.0,0.2,83.5,0.0,19.0,2.0,23.0,,,,,,,,,,,,,,,,,,,9.0,9.0,6.0,2.0,18.0,315.0,2.0,1.0,14.0,4.0,1.0,1.0,37.0,2021
181,Mario Balotelli,FW,Brescia,it Serie A,15.6,5,71.0,7.2,64.7,0.5,24.0,11.0,36.0,,,,,,,,,,,,,,,,,,,33.0,2.0,10.0,5.0,9.0,571.0,50.0,11.0,50.0,16.0,5.0,36.0,86.0,2021
182,Abdoulaye Bamba,DF,Angers,fr Ligue 1,6.2,0,1.0,0.0,74.2,0.3,10.0,2.0,13.0,,,,,,,,,,,,,,,,,,,3.0,6.0,9.0,2.0,15.0,321.0,3.0,4.0,13.0,5.0,1.0,5.0,26.0,2021
183,Jonathan Bamba,"FW,MF",Lille,fr Ligue 1,21.5,1,44.0,2.8,80.5,2.4,61.0,21.0,77.0,,,,,,,,,,,,,,,,,,,77.0,10.0,31.0,14.0,30.0,1110.0,68.0,48.0,157.0,62.0,21.0,8.0,234.0,2021
184,Ever Banega,MF,Sevilla,es La Liga,27.5,3,38.0,1.5,82.2,5.1,268.0,33.0,243.0,,,,,,,,,,,,,,,,,,,116.0,30.0,20.0,14.0,65.0,2637.0,32.0,46.0,259.0,67.0,8.0,15.0,502.0,2021
185,Mattia Bani,DF,Bologna,it Serie A,24.5,4,17.0,3.3,81.9,0.0,59.0,2.0,63.0,,,,,,,,,,,,,,,,,,,8.0,33.0,46.0,28.0,82.0,1436.0,21.0,2.0,37.0,2.0,1.0,102.0,100.0,2021
186,Antonin Barak,MF,Udinese,it Serie A,2.2,0,4.0,0.1,73.1,0.2,6.0,3.0,12.0,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,0.0,4.0,135.0,3.0,6.0,15.0,5.0,0.0,3.0,27.0,2021
187,Antonin Barak,MF,Lecce,it Serie A,15.2,2,34.0,3.2,81.5,1.3,55.0,14.0,59.0,,,,,,,,,,,,,,,,,,,42.0,18.0,30.0,3.0,27.0,866.0,39.0,10.0,111.0,45.0,1.0,18.0,170.0,2021
188,Federico Barba,DF,Valladolid,es La Liga,5.0,0,1.0,0.0,67.0,0.1,20.0,2.0,14.0,,,,,,,,,,,,,,,,,,,3.0,8.0,13.0,5.0,16.0,275.0,3.0,1.0,13.0,2.0,0.0,7.0,27.0,2021
189,Danilo Barbosa,"DF,MF",Nice,fr Ligue 1,12.5,0,5.0,0.4,91.4,0.4,66.0,5.0,49.0,,,,,,,,,,,,,,,,,,,18.0,15.0,28.0,9.0,39.0,959.0,11.0,10.0,56.0,11.0,1.0,14.0,105.0,2021
190,Melvin Bard,DF,Lyon,fr Ligue 1,0.5,0,0.0,0.0,85.1,0.1,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,7.0,1.0,1.0,2.0,8.0,2021
191,Enis Bardhi,MF,Levante,es La Liga,23.5,7,56.0,4.6,73.3,1.9,59.0,23.0,86.0,,,,,,,,,,,,,,,,,,,68.0,27.0,25.0,15.0,49.0,1133.0,51.0,38.0,118.0,38.0,12.0,3.0,204.0,2021
192,Phil Bardsley,DF,Burnley,eng Premier League,21.0,0,12.0,0.2,66.8,0.7,67.0,15.0,63.0,,,,,,,,,,,,,,,,,,,20.0,33.0,43.0,15.0,70.0,1130.0,11.0,5.0,48.0,20.0,3.0,33.0,111.0,2021
193,Nicolo Barella,MF,Inter,it Serie A,22.4,1,24.0,1.6,82.1,1.6,124.0,31.0,153.0,,,,,,,,,,,,,,,,,,,55.0,31.0,33.0,15.0,56.0,1471.0,38.0,40.0,143.0,46.0,7.0,25.0,296.0,2021
194,Philipp Bargfrede,MF,Werder Bremen,de Bundesliga,6.5,0,5.0,0.2,76.1,0.1,30.0,4.0,30.0,,,,,,,,,,,,,,,,,,,5.0,11.0,7.0,10.0,29.0,345.0,4.0,6.0,18.0,8.0,0.0,14.0,48.0,2021
195,Antonino Barilla,MF,Parma,it Serie A,18.8,1,16.0,1.2,77.2,2.1,30.0,5.0,37.0,,,,,,,,,,,,,,,,,,,21.0,33.0,41.0,8.0,56.0,732.0,30.0,7.0,42.0,17.0,2.0,16.0,79.0,2021
196,Kike Barja,"MF,FW",Osasuna,es La Liga,3.5,0,6.0,0.5,69.7,1.0,2.0,6.0,13.0,,,,,,,,,,,,,,,,,,,10.0,1.0,5.0,0.0,1.0,138.0,11.0,11.0,26.0,9.0,4.0,5.0,39.0,2021
197,Ross Barkley,MF,Chelsea,eng Premier League,12.3,1,40.0,2.2,87.7,2.8,53.0,19.0,48.0,,,,,,,,,,,,,,,,,,,47.0,11.0,11.0,6.0,22.0,779.0,42.0,33.0,72.0,26.0,6.0,10.0,120.0,2021
198,Aymen Barkok,"FW,MF",Dusseldorf,de Bundesliga,0.9,0,0.0,0.0,58.6,0.0,3.0,1.0,4.0,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,0.0,1.0,45.0,0.0,0.0,2.0,1.0,0.0,1.0,6.0,2021
199,Ashley Barnes,FW,Burnley,eng Premier League,15.0,6,39.0,4.8,61.3,0.5,6.0,10.0,22.0,,,,,,,,,,,,,,,,,,,21.0,4.0,17.0,5.0,11.0,435.0,54.0,11.0,26.0,6.0,5.0,42.0,48.0,2021
200,Harvey Barnes,"MF,FW",Leicester City,eng Premier League,23.1,6,61.0,8.7,76.7,3.5,34.0,39.0,87.0,,,,,,,,,,,,,,,,,,,77.0,12.0,23.0,6.0,28.0,1019.0,133.0,37.0,174.0,51.0,39.0,25.0,261.0,2021
